,Changepoint,M1,E1,M2,E2
8633,54,1,0.75,4,1.95
8634,152,0,0.4,0,0.45
8635,23,4,1.35,1,0.7
8636,29,0,0.6,1,0.2
8637,134,2,1.2,0,0.75
8638,81,3,1.85,0,0.25
8639,41,1,0.55,4,1.6
8640,125,4,1.15,0,1.0
8641,130,0,0.05,4,1.45
8642,158,2,0.65,0,0.55
8643,40,4,0.75,4,0.3
8644,6,4,1.95,4,1.05
8645,102,1,0.75,4,0.85
8646,150,3,1.4,4,0.6
8647,27,2,0.6,0,0.75
8648,41,3,1.35,1,1.0
8649,141,3,1.55,3,1.45
8650,164,0,0.2,0,0.65
8651,63,2,0.75,4,1.75
8652,7,4,1.0,3,1.7
8653,197,3,1.45,3,1.9
8654,151,3,1.05,3,1.5
8655,43,1,0.5,1,0.75
8656,150,2,0.6,4,1.75
8657,179,2,0.4,0,0.65
8658,20,4,1.3,4,0.1
8659,193,2,1.6,4,0.75
8660,60,0,0.15,3,1.3
8661,174,0,0.95,1,0.1
8662,178,2,0.8,2,1.25
8663,42,3,1.55,0,0.2
8664,71,2,1.6,0,0.6
8665,126,1,0.7,2,0.1
8666,42,1,0.3,1,0.8
8667,13,4,1.65,3,1.4
8668,101,4,1.55,1,0.7
8669,123,4,0.45,2,0.85
8670,79,0,0.7,4,0.9
8671,98,1,0.6,0,0.15
8672,123,4,0.7,1,0.35
8673,122,3,1.8,3,1.85
8674,63,1,1.0,0,0.35
8675,129,0,0.55,0,0.85
8676,83,0,0.8,0,0.2
8677,26,2,0.75,2,1.65
8678,148,0,0.4,4,1.45
8679,25,2,0.25,0,0.55
8680,120,3,1.25,3,1.45
8681,55,0,1.0,2,1.25
8682,155,3,1.75,3,1.5
8683,16,4,1.2,2,1.5
8684,122,4,0.95,2,0.35
8685,120,4,1.9,2,1.5
8686,131,4,0.45,4,1.15
8687,150,4,0.65,3,1.65
8688,186,1,0.65,1,0.35
8689,20,3,1.9,1,0.6
8690,100,2,1.6,4,0.85
8691,94,2,1.6,3,1.55
8692,80,0,0.35,3,1.8
8693,75,2,0.35,0,0.05
8694,42,2,0.85,0,1.0
8695,164,3,1.3,2,0.6
8696,31,4,1.4,3,1.45
8697,106,0,0.4,3,1.45
8698,157,2,1.7,4,1.85
8699,50,1,0.45,4,0.3
8700,150,1,0.85,1,0.8
8701,194,2,1.45,2,0.8
8702,19,1,0.95,4,0.45
8703,22,2,0.7,0,0.05
8704,83,0,0.8,4,0.25
8705,157,4,1.1,0,0.9
8706,12,2,1.9,2,0.85
8707,31,3,1.05,2,1.1
8708,129,2,0.05,1,0.05
8709,144,1,0.6,2,1.3
8710,150,0,0.3,3,1.7
8711,194,4,1.6,1,0.85
8712,40,2,0.5,0,0.25
8713,63,3,1.15,3,1.25
8714,80,1,0.95,2,1.95
8715,140,2,0.95,4,1.4
8716,112,3,1.65,2,0.9
8717,168,1,0.7,4,0.75
8718,39,1,0.7,1,0.45
8719,165,2,1.4,0,0.1
8720,173,4,0.25,1,0.85
8721,168,2,0.45,0,0.5
8722,138,1,0.25,4,1.7
8723,64,2,0.45,0,0.7
8724,136,3,1.8,2,0.75
8725,112,1,0.95,1,1.0
8726,162,3,1.7,2,0.2
8727,89,1,0.65,0,0.85
8728,198,1,0.35,4,1.25
8729,2,4,0.45,3,1.7
8730,59,0,0.5,0,0.2
8731,135,4,1.2,0,0.7
8732,35,1,0.25,3,1.3
8733,30,1,0.8,3,1.3
8734,149,1,0.45,0,0.45
8735,78,0,0.65,1,0.3
8736,140,1,1.0,1,0.4
8737,140,2,1.8,2,0.1
8738,32,1,0.65,3,1.75
8739,199,1,0.1,2,0.9
8740,65,1,0.85,1,0.4
8741,14,0,0.05,2,1.65
8742,21,1,0.65,1,0.15
8743,166,1,0.15,4,1.2
8744,178,1,0.15,4,1.65
8745,86,1,0.4,0,0.15
8746,153,4,1.3,1,0.25
8747,165,2,1.1,2,0.4
8748,81,3,1.2,1,0.6
8749,96,0,0.9,3,1.7
8750,137,3,1.6,0,0.85
8751,93,1,0.5,2,0.65
8752,154,0,0.6,4,1.65
8753,37,0,0.2,1,0.45
8754,115,2,1.1,0,0.35
8755,102,4,1.05,0,0.9
8756,88,1,0.9,3,2.0
8757,111,2,0.05,4,0.2
8758,165,0,0.25,2,1.2
8759,135,1,0.3,2,0.2
8760,165,1,0.3,3,1.5
8761,157,4,0.5,0,0.85
8762,18,4,1.25,0,0.5
8763,90,2,1.65,2,0.55
8764,44,3,2.0,2,1.3
8765,16,2,0.5,4,1.95
8766,135,0,0.9,2,1.05
8767,144,1,1.0,4,1.15
8768,41,2,1.9,4,0.5
8769,136,0,0.55,4,0.5
8770,43,1,0.45,2,0.35
8771,25,0,0.9,2,0.8
8772,19,1,0.8,0,0.8
8773,118,4,0.65,2,0.25
8774,180,4,1.45,3,1.25
8775,40,2,0.7,3,2.0
8776,51,3,1.7,2,0.4
8777,122,2,1.6,4,1.85
8778,68,0,0.7,2,0.65
8779,25,4,0.6,1,0.05
8780,63,3,2.0,1,0.55
8781,74,2,1.8,2,0.8
8782,192,4,0.45,3,1.55
8783,26,4,0.95,0,0.2
8784,181,1,0.65,2,0.4
8785,168,3,1.1,1,0.25
8786,34,0,0.2,4,1.25
8787,27,3,1.55,3,1.4
8788,53,2,0.7,3,1.65
8789,142,3,1.25,4,2.0
8790,88,1,0.75,1,0.05
8791,27,2,1.1,0,0.45
8792,89,0,0.85,1,0.7
8793,37,1,0.4,1,0.45
8794,39,0,0.9,2,1.05
8795,60,2,1.7,1,0.55
8796,112,1,0.6,0,0.9
8797,7,2,1.6,4,0.45
8798,196,3,1.2,4,0.2
8799,40,0,0.4,0,0.95
8800,119,4,1.6,4,1.4
8801,180,2,0.25,4,1.5
8802,76,0,0.2,4,1.5
8803,69,0,0.75,3,1.45
8804,166,4,1.75,2,0.2
8805,129,3,1.4,2,0.7
8806,54,2,1.0,4,1.95
8807,165,2,1.6,2,0.95
8808,8,0,0.55,1,0.75
8809,43,2,0.35,2,1.75
8810,104,2,0.3,0,0.65
8811,31,0,0.95,2,1.5
8812,79,4,1.75,3,1.05
8813,38,4,1.25,1,0.05
8814,77,3,1.7,1,0.85
8815,177,2,0.65,1,0.15
8816,172,1,0.5,2,0.25
8817,51,0,0.5,4,1.65
8818,21,0,0.6,1,0.9
8819,92,0,0.45,4,0.65
8820,158,0,0.15,2,1.4
8821,97,1,0.5,0,0.9
8822,67,4,0.1,3,1.5
8823,78,0,0.3,3,1.75
8824,58,0,0.25,2,0.05
8825,128,1,0.3,2,0.3
8826,9,2,0.85,0,0.3
8827,62,3,1.4,3,1.8
8828,31,3,1.55,1,0.7
8829,147,4,0.2,1,0.5
8830,193,3,1.95,0,0.35
8831,46,2,1.55,0,0.15
8832,181,0,1.0,0,0.05
8833,172,4,1.9,0,0.65
8834,61,4,1.4,4,1.8
8835,155,4,0.1,2,1.5
8836,143,3,1.85,3,1.75
8837,141,4,0.95,2,0.3
8838,63,4,1.7,4,2.0
8839,68,4,1.35,4,2.0
8840,4,2,1.0,2,0.15
8841,107,1,0.7,1,0.65
8842,149,4,0.8,4,1.35
8843,83,2,0.35,1,0.7
8844,183,3,1.95,0,0.7
8845,93,0,0.9,2,0.05
8846,190,0,0.8,0,0.45
8847,140,4,1.8,0,0.95
8848,109,4,1.5,2,1.45
8849,17,4,0.1,2,1.35
8850,45,3,1.2,2,0.35
8851,156,2,0.3,4,0.85
8852,54,1,0.05,0,0.15
8853,128,0,0.45,1,0.95
8854,122,1,0.15,2,1.9
8855,185,1,0.5,2,1.4
8856,161,1,0.4,2,0.6
8857,122,0,0.1,0,0.25
8858,101,0,0.75,0,0.65
8859,17,4,0.75,0,0.25
8860,37,0,1.0,1,0.35
8861,85,2,0.55,2,0.3
8862,22,0,0.75,4,0.25
8863,19,2,1.25,0,0.9
8864,28,0,0.45,0,0.8
8865,158,2,0.15,3,1.7
8866,134,2,1.35,1,0.2
8867,72,0,0.6,0,0.25
8868,5,0,0.3,3,1.5
8869,159,0,0.65,4,1.55
8870,136,1,0.85,4,1.85
8871,108,0,1.0,0,0.35
8872,107,3,1.6,4,1.65
8873,29,2,1.85,1,0.9
8874,164,3,1.25,4,1.65
8875,23,1,0.6,1,0.15
8876,153,1,0.25,4,0.55
8877,3,4,0.7,2,0.85
8878,92,3,1.65,1,0.95
8879,186,2,1.5,4,0.15
8880,11,2,0.8,1,0.4
8881,20,2,1.55,1,0.25
8882,119,2,1.85,4,1.4
8883,32,0,0.55,1,0.7
8884,196,2,0.45,1,0.4
8885,106,3,1.35,1,0.4
8886,108,3,1.1,1,0.7
8887,111,1,0.4,4,1.4
8888,147,1,0.05,2,1.95
8889,156,3,1.55,3,1.6
8890,63,1,0.15,3,1.3
8891,84,2,1.45,0,0.15
8892,19,2,1.65,4,0.45
8893,194,0,0.2,4,1.2
8894,150,2,0.1,1,0.3
8895,69,1,0.8,1,1.0
8896,10,3,1.2,1,0.35
8897,118,1,0.95,2,0.9
8898,169,1,0.25,1,0.35
8899,81,2,1.15,2,0.25
8900,28,4,0.35,3,1.5
8901,107,2,0.95,0,0.3
8902,5,0,0.15,2,1.6
8903,29,0,0.6,4,0.15
8904,136,2,0.3,3,1.3
8905,196,3,1.75,0,0.2
8906,47,3,1.2,3,1.3
8907,24,4,1.55,3,1.45
8908,135,1,0.25,1,0.35
8909,67,0,0.3,2,1.75
8910,6,1,0.25,3,1.95
8911,162,4,0.35,1,0.4
8912,118,0,0.45,0,0.85
8913,47,2,1.5,4,1.7
8914,12,4,1.0,2,0.8
8915,169,2,0.7,3,1.3
8916,73,3,1.7,0,0.7
8917,111,0,0.95,4,0.55
8918,149,3,1.7,1,0.25
8919,102,3,1.95,1,0.9
8920,177,3,1.4,4,0.7
8921,175,0,0.4,3,1.1
8922,134,4,0.65,0,0.35
8923,59,3,1.8,2,0.3
8924,25,1,0.1,2,1.5
8925,126,0,0.1,3,1.85
8926,52,1,0.15,0,0.5
8927,191,4,0.3,0,0.95
8928,87,4,0.15,1,0.2
8929,122,1,0.5,3,1.15
8930,124,4,1.35,4,0.2
8931,30,2,0.35,4,1.85
8932,6,2,0.9,1,0.05
8933,170,2,1.65,1,0.2
8934,51,4,1.25,4,1.7
8935,57,0,0.05,4,0.6
8936,7,3,1.5,4,0.65
8937,167,4,1.05,0,0.9
8938,38,3,1.2,1,0.1
8939,103,1,0.65,1,0.8
8940,122,0,0.4,0,0.9
8941,172,1,0.5,2,0.2
8942,71,4,1.2,2,1.5
8943,107,2,1.05,4,1.45
8944,198,1,0.55,4,0.65
8945,173,2,0.4,3,1.35
8946,32,4,0.3,2,1.6
8947,62,2,0.45,4,1.2
8948,48,3,1.15,4,0.9
8949,159,0,0.55,1,0.5
8950,37,2,0.2,2,0.85
8951,143,2,1.55,0,0.75
8952,42,0,0.85,2,1.6
8953,95,0,0.05,2,1.2
8954,172,4,1.6,2,1.3
8955,64,1,0.9,2,1.85
8956,180,3,1.25,1,0.5
8957,147,3,1.3,2,0.05
8958,100,1,0.8,2,0.9
8959,99,3,1.7,4,1.4
8960,140,1,0.7,2,0.05
8961,16,4,0.8,0,0.9
8962,105,1,0.65,2,1.1
8963,25,3,1.05,2,1.0
8964,143,2,0.05,1,0.3
8965,68,1,1.0,1,0.25
8966,195,1,0.7,3,1.95
8967,67,1,0.7,2,1.7
8968,39,1,0.95,1,0.65
8969,179,4,0.6,2,0.45
8970,172,1,0.1,2,1.95
8971,183,0,0.15,3,1.5
8972,49,4,1.75,2,0.75
8973,65,2,1.8,2,1.1
8974,92,4,0.55,3,2.0
8975,145,2,1.25,4,2.0
8976,39,0,0.95,1,0.35
8977,1,2,0.2,3,1.05
8978,117,3,1.05,0,0.4
8979,111,4,1.8,2,1.7
8980,111,1,0.95,2,0.6
8981,44,4,0.4,3,1.2
8982,40,4,1.4,3,1.9
8983,134,2,1.6,2,0.3
8984,89,0,0.6,3,1.45
8985,3,4,1.65,2,0.15
8986,137,2,1.65,2,1.55
8987,58,4,1.3,4,1.95
8988,55,2,1.0,4,1.65
8989,101,3,2.0,2,1.5
8990,186,0,0.5,3,1.1
8991,148,4,0.85,4,0.35
8992,85,2,1.7,2,1.15
8993,176,4,0.9,1,0.9
8994,140,3,1.1,0,0.2
8995,129,4,1.1,0,0.25
8996,48,2,1.6,0,0.9
8997,55,2,0.8,4,2.0
8998,158,2,1.4,4,1.45
8999,195,1,0.3,0,0.3
9000,169,3,1.85,2,1.75
9001,32,2,1.2,1,0.3
9002,194,1,0.2,2,0.4
9003,37,0,0.65,2,0.8
9004,5,2,1.45,3,1.75
9005,15,3,1.2,1,0.95
9006,145,0,0.2,0,0.65
9007,118,4,0.45,1,0.5
9008,29,1,0.35,4,1.55
9009,146,1,0.2,1,0.9
9010,38,2,0.7,1,0.25
9011,84,3,1.1,3,1.9
9012,138,4,0.85,1,0.35
9013,62,0,0.2,1,0.7
9014,42,1,0.45,4,1.5
9015,124,2,1.25,4,1.5
9016,57,4,1.95,1,0.45
9017,46,0,0.15,2,1.85
9018,154,2,0.25,4,0.2
9019,64,2,0.1,3,1.3
9020,166,2,1.4,2,1.3
9021,15,4,1.2,1,0.95
9022,134,4,0.75,2,1.15
9023,103,2,0.7,4,1.2
9024,125,3,1.4,0,0.65
9025,199,1,0.9,4,1.8
9026,156,4,1.75,1,0.9
9027,113,1,0.6,3,1.75
9028,15,4,0.85,3,1.1
9029,111,4,0.1,1,0.75
9030,3,3,1.7,2,0.85
9031,77,0,1.0,0,0.5
9032,189,3,1.15,3,1.65
9033,189,2,1.75,0,0.1
9034,142,3,1.05,2,0.05
9035,37,4,0.35,4,0.1
9036,59,0,0.1,3,1.4
9037,188,4,1.35,1,0.35
9038,151,1,0.45,2,1.75
9039,52,1,0.25,4,1.15
9040,196,0,0.55,4,1.0
9041,104,4,0.95,3,1.35
9042,56,4,1.45,1,0.1
9043,35,2,0.05,3,1.05
9044,58,0,0.45,0,0.8
9045,7,4,2.0,3,1.05
9046,92,0,0.65,2,1.15
9047,84,4,1.4,4,1.95
9048,97,0,0.45,4,1.05
9049,105,0,0.5,3,2.0
9050,189,1,0.6,2,1.4
9051,158,0,0.8,4,1.7
9052,180,1,0.45,2,0.25
9053,168,1,0.7,1,0.1
9054,87,1,0.45,3,1.6
9055,177,2,1.6,3,1.25
9056,152,4,0.65,2,1.5
9057,39,4,1.7,2,1.8
9058,38,4,0.7,3,2.0
9059,189,3,1.45,3,1.55
9060,57,1,0.1,0,0.8
9061,46,0,0.9,0,0.3
9062,24,1,0.85,3,2.0
9063,94,4,0.3,3,1.95
9064,160,1,0.1,2,0.6
9065,100,3,1.2,3,1.65
9066,136,4,1.8,4,0.75
9067,6,0,0.35,4,1.9
9068,193,2,0.7,2,0.9
9069,10,4,1.5,2,0.95
9070,122,1,0.2,3,1.85
9071,142,1,0.05,4,0.45
9072,165,0,0.15,4,1.3
9073,87,0,0.95,3,1.25
9074,31,2,1.35,0,0.35
9075,51,4,1.15,0,0.45
9076,108,0,0.9,1,0.7
9077,120,1,0.95,3,1.05
9078,83,2,0.95,1,0.35
9079,41,1,0.8,1,0.05
9080,49,2,1.65,2,1.0
9081,49,3,1.45,1,0.85
9082,74,0,0.55,2,1.2
9083,63,2,0.3,4,0.5
9084,114,3,1.15,0,0.1
9085,72,2,1.95,0,0.3
9086,161,4,1.15,4,0.35
9087,45,0,0.05,4,0.85
9088,180,4,1.25,0,0.15
9089,4,2,1.15,1,0.35
9090,79,2,0.3,2,0.85
9091,73,2,0.8,0,0.8
9092,32,4,0.95,0,0.1
9093,139,2,1.2,1,0.15
9094,16,1,0.6,3,2.0
9095,155,4,0.65,2,1.05
9096,149,2,1.3,2,1.25
9097,151,4,0.45,2,1.2
9098,112,0,0.85,1,0.35
9099,104,1,0.1,3,1.2
9100,140,1,0.4,0,0.65
9101,75,4,1.2,0,0.45
9102,23,1,1.0,0,0.6
9103,72,4,1.35,3,1.15
9104,52,1,0.65,3,1.15
9105,86,4,1.35,2,0.45
9106,7,0,0.45,1,0.45
9107,98,0,0.8,4,1.0
9108,112,1,0.4,4,0.45
9109,93,1,0.1,2,0.85
9110,53,0,1.0,0,0.4
9111,12,1,0.6,4,0.25
9112,53,0,1.0,2,0.7
9113,20,3,1.15,1,0.5
9114,118,4,1.15,1,0.6
9115,193,1,0.1,4,1.55
9116,16,1,0.15,1,0.2
9117,16,0,0.4,4,0.9
9118,44,1,0.75,2,1.0
9119,115,2,1.6,0,0.9
9120,62,2,0.75,3,1.1
9121,88,1,0.55,1,0.7
9122,189,0,0.55,1,0.55
9123,65,4,1.3,0,0.25
9124,101,3,1.95,3,1.15
9125,193,4,0.45,2,1.6
9126,188,1,0.25,0,0.25
9127,72,4,0.9,4,0.95
9128,127,2,1.1,4,0.45
9129,19,3,1.3,0,0.6
9130,160,0,0.7,4,1.85
9131,56,0,0.85,1,0.95
9132,109,2,0.75,0,0.2
9133,125,0,0.6,4,2.0
9134,19,2,0.3,3,1.55
9135,11,0,0.6,0,0.35
9136,20,2,1.05,2,0.85
9137,23,0,1.0,0,0.05
9138,47,1,0.45,1,0.3
9139,3,4,0.2,0,0.25
9140,84,3,2.0,4,0.35
9141,13,0,0.8,2,1.3
9142,191,2,1.15,4,0.35
9143,155,1,0.8,3,1.8
9144,196,2,0.25,2,0.1
9145,92,1,0.55,4,0.2
9146,23,2,0.75,4,1.1
9147,2,2,1.95,4,1.55
9148,143,4,0.25,4,0.95
9149,39,2,0.35,0,0.9
9150,178,4,0.4,2,1.05
9151,79,2,0.95,4,0.35
9152,197,1,0.95,0,0.25
9153,21,4,0.05,0,0.65
9154,171,2,0.55,4,1.3
9155,14,2,0.25,3,1.95
9156,35,3,1.05,0,0.65
9157,54,1,0.4,2,1.8
9158,18,4,0.9,3,1.55
9159,193,0,0.1,0,0.15
9160,129,4,0.35,4,0.6
9161,106,1,0.9,0,0.65
9162,81,1,0.95,4,0.65
9163,46,1,0.95,1,0.3
9164,103,1,0.85,0,0.3
9165,108,2,0.05,0,0.5
9166,164,3,1.35,4,1.95
9167,102,1,0.3,0,0.6
9168,79,2,1.2,2,1.5
9169,134,4,0.5,0,0.85
9170,14,3,1.85,4,1.15
9171,102,2,0.3,1,0.35
9172,158,1,0.7,1,0.4
9173,187,2,1.55,3,1.8
9174,131,3,1.95,2,1.3
9175,168,3,1.1,2,0.2
9176,190,2,1.35,0,0.65
9177,21,2,1.5,2,1.25
9178,20,0,1.0,4,0.85
9179,156,3,1.35,3,1.25
9180,158,3,1.5,1,0.3
9181,182,0,0.45,3,1.4
9182,16,2,0.6,0,0.7
9183,26,3,1.65,1,0.8
9184,63,0,0.8,3,1.75
9185,53,2,0.6,3,1.4
9186,32,4,1.9,1,0.95
9187,124,4,1.6,0,0.75
9188,12,4,1.15,4,0.8
9189,179,0,0.2,3,1.1
9190,47,2,0.3,0,1.0
9191,79,0,0.25,1,0.2
9192,66,2,1.75,0,0.1
9193,74,2,0.3,4,1.35
9194,102,0,1.0,1,0.4
9195,124,1,0.7,3,1.65
9196,52,1,0.85,1,0.75
9197,197,3,1.55,3,1.1
9198,93,0,0.25,4,0.35
9199,186,0,0.45,1,0.05
9200,157,4,0.75,3,1.5
9201,130,0,0.75,2,1.85
9202,78,4,1.75,1,0.2
9203,188,4,1.8,2,0.95
9204,55,0,0.1,2,1.05
9205,82,0,0.5,0,0.3
9206,169,2,1.45,4,0.7
9207,175,0,0.9,0,0.7
9208,33,0,0.15,2,1.95
9209,189,1,0.95,3,1.4
9210,188,3,1.85,2,0.15
9211,102,1,0.25,4,0.95
9212,63,4,0.6,4,1.55
9213,180,4,0.15,1,0.2
9214,138,4,1.5,2,0.6
9215,176,1,0.75,3,1.85
9216,100,0,0.75,0,0.65
9217,38,2,1.95,0,0.7
9218,72,0,1.0,1,1.0
9219,93,0,1.0,3,1.85
9220,55,1,0.45,0,0.7
9221,116,2,1.45,2,1.4
9222,71,0,0.35,3,2.0
9223,21,0,0.45,0,0.9
9224,65,2,1.0,2,0.7
9225,147,0,0.5,0,0.4
9226,58,2,1.9,2,1.25
9227,27,4,0.4,0,0.25
9228,2,1,0.8,2,1.65
9229,110,1,0.25,4,1.2
9230,8,4,0.35,2,1.1
9231,59,2,1.25,2,0.1
9232,101,4,1.05,1,0.1
9233,190,0,0.75,0,0.5
9234,75,3,1.85,4,0.7
9235,88,4,1.8,4,0.1
9236,162,4,0.9,1,1.0
9237,158,4,1.8,2,1.65
9238,185,0,0.3,2,1.8
9239,128,0,0.1,2,1.35
9240,46,1,0.65,0,0.1
9241,18,0,0.15,3,1.45
9242,99,0,0.6,0,0.65
9243,79,4,0.7,0,0.75
9244,188,3,1.1,4,0.6
9245,87,1,0.3,0,1.0
9246,47,3,1.2,3,1.95
9247,65,1,0.05,1,0.45
9248,152,0,0.95,4,0.65
9249,62,1,0.85,0,0.3
9250,101,1,0.2,2,0.9
9251,6,0,0.85,4,1.7
9252,65,2,1.8,3,1.7
9253,120,1,0.4,3,1.65
9254,107,3,1.6,2,1.3
9255,113,2,0.6,4,2.0
9256,104,4,0.3,0,0.5
9257,25,0,0.9,2,1.0
9258,40,1,0.3,1,0.95
9259,191,4,1.05,0,0.8
9260,116,2,1.35,2,0.55
9261,119,1,0.85,4,0.15
9262,5,0,0.75,0,0.1
9263,127,4,1.3,0,0.8
9264,78,0,0.3,2,1.8
9265,44,1,0.1,3,1.35
9266,160,2,0.25,4,1.75
9267,100,2,0.2,4,0.8
9268,91,1,0.5,1,0.35
9269,53,0,0.15,3,1.9
9270,93,2,1.35,0,0.9
9271,112,4,2.0,2,0.35
9272,39,3,1.9,4,1.8
9273,145,2,0.15,3,1.5
9274,152,0,0.25,4,0.2
9275,166,0,0.75,3,1.55
9276,43,1,0.35,4,0.25
9277,179,4,1.95,2,0.25
9278,26,0,0.2,0,0.05
9279,198,1,0.8,0,0.25
9280,194,1,0.85,3,2.0
9281,36,2,1.4,1,0.6
9282,178,0,0.55,0,0.1
9283,37,4,0.8,2,0.9
9284,132,1,0.1,4,0.85
9285,53,4,1.75,2,1.7
9286,74,2,1.7,3,1.9
9287,129,2,0.1,1,0.45
9288,47,4,1.05,0,0.7
9289,182,0,0.4,1,1.0
9290,3,4,1.7,0,0.7
9291,184,1,0.7,1,0.25
9292,113,0,0.85,0,0.3
9293,98,1,0.9,2,1.35
9294,186,2,1.05,4,0.05
9295,35,0,1.0,0,0.4
9296,89,0,0.55,1,0.75
9297,156,3,1.25,1,0.95
9298,21,0,0.2,3,1.85
9299,6,3,1.3,3,1.9
9300,180,0,0.95,4,1.3
9301,14,4,1.5,0,0.7
9302,150,0,0.8,4,0.95
9303,144,4,0.15,2,1.4
9304,21,3,1.35,3,2.0
9305,157,4,1.75,4,1.45
9306,132,0,0.4,4,1.45
9307,61,1,0.85,3,1.8
9308,51,2,0.8,4,1.6
9309,19,2,0.65,3,1.2
9310,23,3,1.8,3,1.2
9311,10,1,0.75,0,0.3
9312,15,4,0.7,1,0.55
9313,120,1,0.2,4,1.1
9314,13,2,1.25,3,1.5
9315,22,4,0.85,1,0.8
9316,22,1,0.55,2,1.35
9317,63,4,0.05,2,1.3
9318,1,4,1.8,4,1.6
9319,190,2,1.1,1,1.0
9320,32,3,1.75,4,1.55
9321,97,0,0.1,1,0.25
9322,25,3,1.7,1,0.9
9323,51,2,0.1,0,0.2
9324,31,3,1.75,0,0.6
9325,51,3,1.4,4,1.35
9326,104,4,0.25,1,0.05
9327,172,3,1.3,0,0.75
9328,49,0,0.9,4,0.95
9329,167,1,0.9,3,1.95
9330,146,3,1.95,1,0.4
9331,78,4,0.55,2,1.5
9332,16,1,0.05,1,0.35
9333,36,1,0.2,0,0.5
9334,88,0,0.55,2,1.2
9335,117,1,0.25,2,1.3
9336,124,4,1.85,0,0.15
9337,113,3,1.95,2,1.55
9338,81,0,0.5,2,0.9
9339,103,1,0.4,1,0.85
9340,109,2,1.8,0,0.6
9341,77,3,1.75,3,1.85
9342,150,0,1.0,4,0.85
9343,18,3,1.25,0,0.4
9344,41,4,1.4,2,0.45
9345,27,4,0.45,1,0.85
9346,118,2,0.85,4,0.55
9347,3,3,1.65,1,0.35
9348,99,0,0.75,4,1.9
9349,167,4,0.65,2,1.25
9350,14,3,1.55,0,0.9
9351,69,4,0.2,3,1.55
9352,18,1,0.95,1,0.2
9353,38,0,0.25,4,1.2
9354,165,0,0.25,1,0.15
9355,69,2,0.05,1,0.8
9356,76,2,1.3,0,0.35
9357,47,1,0.65,0,0.45
9358,94,2,1.25,4,0.8
9359,143,2,0.75,4,1.45
9360,182,3,1.55,0,0.75
9361,131,0,0.85,0,1.0
9362,28,1,0.1,0,0.45
9363,173,1,0.9,1,0.95
9364,164,2,1.75,4,0.65
9365,158,2,0.95,0,0.85
9366,90,0,0.85,1,0.05
9367,156,4,1.85,0,0.35
9368,39,1,0.9,0,0.95
9369,149,3,1.5,3,1.35
9370,83,3,1.5,2,1.6
9371,187,4,1.1,2,1.35
9372,154,1,0.55,1,0.9
9373,148,4,0.6,1,1.0
9374,58,0,0.3,3,1.7
9375,95,3,1.7,2,1.35
9376,58,3,1.5,1,0.65
9377,131,1,0.15,0,0.55
9378,182,0,0.15,2,1.45
9379,153,2,0.2,1,0.7
9380,146,4,1.95,1,0.85
9381,80,4,1.0,0,0.55
9382,165,4,1.8,2,1.9
9383,17,1,0.1,0,0.65
9384,80,4,1.8,2,0.9
9385,132,4,0.65,2,0.65
9386,154,2,1.2,3,1.1
9387,7,3,2.0,0,0.35
9388,136,0,0.95,1,0.9
9389,179,0,0.8,4,0.35
9390,31,1,0.6,4,1.1
9391,57,2,0.75,0,0.75
9392,53,0,0.25,3,1.85
9393,42,4,0.95,2,1.3
9394,194,1,1.0,1,0.55
9395,125,2,1.65,0,0.85
9396,124,0,0.25,0,0.9
9397,184,3,1.25,1,0.25
9398,170,0,0.15,4,0.75
9399,174,2,0.4,0,0.4
9400,130,2,0.35,4,1.25
9401,48,0,0.1,1,0.05
9402,86,4,0.05,4,1.4
9403,9,0,0.2,2,0.45
9404,57,3,1.55,1,0.05
9405,21,3,1.9,4,0.3
9406,5,4,0.2,4,0.9
9407,7,3,1.1,0,0.15
9408,172,1,0.1,2,1.4
9409,78,0,0.05,4,0.8
9410,134,1,0.15,2,1.7
9411,4,3,1.4,1,0.5
9412,100,2,0.8,3,1.3
9413,90,0,0.5,0,0.25
9414,179,1,0.5,4,0.25
9415,113,1,0.25,4,2.0
9416,108,1,0.5,1,0.95
9417,77,4,0.05,2,1.3
9418,172,2,0.8,0,0.55
9419,160,2,1.15,3,1.3
9420,78,0,0.05,1,0.25
9421,139,3,1.35,4,1.4
9422,125,2,1.1,4,1.8
9423,119,1,0.55,0,0.05
9424,7,0,0.5,4,0.7
9425,186,2,0.85,2,1.4
9426,36,1,0.75,1,0.6
9427,191,1,0.1,1,0.85
9428,162,4,0.45,3,1.25
9429,81,3,1.7,1,0.45
9430,148,0,0.85,1,0.2
9431,21,3,1.4,4,1.3
9432,8,4,1.25,0,1.0
9433,16,3,1.4,4,0.8
9434,168,2,0.45,0,0.55
9435,142,3,2.0,4,1.65
9436,67,2,1.3,4,0.2
9437,126,4,0.8,3,1.55
9438,191,4,1.05,2,0.25
9439,37,3,1.25,2,1.0
9440,67,2,1.55,0,0.45
9441,109,2,1.85,1,0.6
9442,27,4,2.0,2,1.95
9443,106,4,0.7,2,1.4
9444,117,4,0.65,1,0.7
9445,27,4,1.75,1,0.6
9446,113,0,0.85,1,0.45
9447,98,3,1.4,1,0.75
9448,85,0,0.5,3,1.2
9449,70,1,0.4,2,0.45
9450,159,1,0.6,3,2.0
9451,189,4,0.85,3,1.05
9452,25,2,0.15,2,1.3
9453,116,2,1.8,4,0.7
9454,69,4,0.1,4,1.95
